SellPrice,SellVolume
-500.0,1812.9201429108648
-499.95,3659.3981572019234
-499.0,95.93747273411068
-300.0,6.503226776983827
-250.0,24.45138773975177
-200.0,17.676329447160583
-150.0,4015.3516585182374
-125.0,8.999684091763822
-100.0,81.27023693117698
-75.0,12.80195562241444
-70.0,665.8371267393733
-55.0,5.490470101541934
-50.1,3933.9155998496008
-50.0,3297.552064685979
-44.0,1.2305453177886423
-41.0,6.5344565626175255
-40.0,34.03180142910868
-35.0,17.955502068446798
-34.0,2.5475893192929675
-33.08,0.2505603610379842
-32.89,0.23951861602106056
-31.0,0.3444151936818353
-30.67,4.262113576532531
-30.64,4.5195186160210605
-30.0,308.200195562242
-29.75,0.21510342233922528
-29.69,0.7810154193305753
-29.48,1.4233396013538926
-29.45,3.048604738623544
-29.43,2.444467845054532
-29.42,1.2812937194433998
-29.41,0.5824746145167357
-29.4,0.3044904099285445
-29.38,0.5690861226024821
-29.35,0.7842196314403912
-29.23,0.26810078977059043
-29.21,0.2286122602482137
-29.2,0.2533283189168861
-29.11,0.26139150056412186
-29.0,0.2684768710041369
-28.8,0.2514027830011282
-28.77,0.2347950357277172
-27.79,0.5304249717939075
-27.72,0.28785257615644977
-27.6,0.8842722828130876
-27.18,0.2433396013538925
-27.01,0.3271831515607371
-27.0,0.3165400526513727
-26.88,0.2771718691237307
-26.07,0.2393230537796164
-26.02,0.2424069198946973
-26.0,0.3165099661526889
-25.23,0.5670703271906733
-25.04,0.34381346370816096
-25.03,0.29429860849943584
-25.0,350.8515080857456
-24.65,0.2716209101165852
-24.46,0.25286197818728845
-24.31,0.2988191049266642
-24.0,1.8247987965400527
-23.94,0.3012786761940579
-23.93,0.35390748401654754
-23.88,0.28306882286573903
-23.85,0.26274539300488897
-23.45,0.3615193681835276
-23.27,0.2433245581045506
-23.14,0.30674689732982324
-23.08,0.395772846934938
-22.99,0.2869048514479128
-22.52,0.5912297856336969
-22.3,0.27104926664159457
-22.26,0.29331327566754417
-22.23,0.22367807446408425
-22.21,0.6223993982700262
-22.08,0.3779766829635201
-22.0,0.2530274539300489
-21.98,0.3802783001128244
-21.93,0.3852877021436629
-21.85,0.33411056788266263
-21.8,0.3174501692365551
-21.66,0.2944565626175254
-21.59,0.31315532154945463
-21.57,0.3444151936818353
-21.0,722.5211658518231
-20.98,0.3194885295223769
-20.93,0.3288454306130124
-20.79,0.2469349379465965
-20.49,1.0053553967657014
-20.28,0.3253328318916885
-20.18,0.2715156073711922
-20.1,9.2516434749906
-20.08,0.4100188040616773
-20.05,0.3562241444151937
-20.0,4528.922625046979
-19.93,0.39434373824746144
-19.51,0.3706205340353516
-19.49,2.560842421963144
-19.17,1.4753817224520498
-19.09,0.29396765701391503
-18.97,0.3709213990221888
-18.93,0.3620684467845055
-18.92,0.3479804437758556
-18.78,0.4095675065814216
-18.57,0.3908461827754795
-18.54,0.4392027077848815
-18.49,0.4056713050018804
-18.43,0.3712222640090259
-18.17,1.1253253102670178
-18.0,3.3744866491162084
